Nazwa pytania,Numer pytania,Pytanie,Odpowiedź A,Odpowiedź B,Odpowiedź C,Poprawna odp,Media,Zakres struktury,Liczba punktów,Kategorie,Nazwa bloku,Źródło pytania,O co chcemy zapytać,Jaki ma związek z bezpieczeństwem,Status,Podmiot
W14(75),8246,"Czy w dzień zabronione jest ostrzeganie światłami drogowymi, jeżeli może spowodować to oślepienie innych kierujących?",,,,T,Slajd571_cen_1024x576.jpg,PODSTAWOWY,1,B,W14,"art. 29 ust. 2 pkt 3  ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Używanie świateł zewnętrznych i sygnałów pojazdu,brak treści,Gotowe ostatecznie,Liwona
W15(268),8251,"Czy w tej sytuacji masz prawo wjechać za sygnalizator, jeżeli nie utrudnisz ruchu pieszym?",,,,N,N373.jpg,PODSTAWOWY,2,B,W15,"Art. 3 ust. 1, art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) oraz § 95 ust. 1 pkt 2 i 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W15(277),8260,Czy w tej sytuacji masz obowiązek zachowania szczególnej ostrożności?,,,,T,PNS-10-14-0002_Censored_1024x576.mp4,PODSTAWOWY,2,B,W15,"Art. 3 ust. 1, art. 25 ust. 1 i art. 26 ust. 1 oraz art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) i § 5 ust. 5 w zw. z § 3 ust. 1 oraz w zw. z  § 47 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W15(283),8266,Czy w tej sytuacji powinieneś zachować szczególną ostrożność?,,,,T,PNS-10-14-0001_Censored_1024x576.mp4,PODSTAWOWY,2,B,W15,"Art. 3 ust. 1, art. 25 ust. 1, art. 26 ust. 1 i art. 27 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448)","Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W15(284),8267,Czy w tej sytuacji powinieneś zachować szczególną ostrożność?,,,,T,PNS-10-14-0022_Censored_1024x576.mp4,PODSTAWOWY,2,B,W15,Art. 3 ust. 1 w zw. z art. 4 i art. 23 ust. 1 pkt 2 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448),"Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W15(291),8274,Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,Slajd396_cen_1024x576.jpg,PODSTAWOWY,2,B,W15,Art. 3 ust. 1 i art. 25 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448),"Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W15(292),8275,Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność?,,,,T,Slajd64_cen_1024x576.jpg,PODSTAWOWY,2,B,W15,"Art. 3 ust. 1, art. 25 ust. 1, art. 26 ust. 1 oraz art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) w zw. z  § 3 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaczenie zachowania szczególnej ostrożności w stosunku do innych użytkowników drogi, wysiadanie z pojazdu, zabezpieczenie pojazdu",brak treści,Gotowe ostatecznie,Liwona
W17(93),8282,Czy w tej sytuacji po skręcie w prawo masz pierwszeństwo przed rowerzystą?,,,,N,255_cen_1024x576.jpg,PODSTAWOWY,3,B,W17,Art. 27 ust 1,Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(95),8284,"Czy w tej sytuacji masz obowiązek użyć sygnału dźwiękowego, aby skłonić rowerzystę do szybszej jazdy?",,,,N,265_1024x576.jpg,PODSTAWOWY,3,B,W17,Art. 29 ust 1 i 2,Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(96),8285,Czy skręcając w prawo na tym skrzyżowaniu jesteś zobowiązany do zatrzymania się przed sygnalizatorem?,,,,T,PNS-10-14-0020_Censored_1024x576.mp4,PODSTAWOWY,3,B,W17,"Art. 3 ust. 1, art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) oraz § 96 ust. 1 i 3 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(97),8286,Czy w przedstawionej sytuacji należy powstrzymać się od wyprzedzania rowerzysty?,,,,T,PICT_203_1024x576.mp4,PODSTAWOWY,3,B,W17,"Art. 4 i art. 3 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(99),8288,Czy w przedstawionej sytuacji skręcając w prawo ustąpisz pierwszeństwa rowerzyście?,,,,T,PICT_60_1024x576.mp4,PODSTAWOWY,3,B,W17,"Art. 27 ust. 1 i 1a ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(103),8292,"Czy podczas powolnej jazdy w warunkach zatoru drogowego powinieneś spodziewać się, że będziesz wyprzedzany z prawej strony przez kierującego rowerem?",,,,T,Slajd219_cen_1024x576.jpg,PODSTAWOWY,3,B,W17,"art. 24 ust. 12 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(105),8294,Czy w tej sytuacji kierując pojazdem powinieneś zachować szczególną ostrożność?,,,,T,265_1024x576.jpg,PODSTAWOWY,3,B,W17,Art. 25 ust 1,Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(107),8296,Czy w tej sytuacji po skręcie w prawo powinieneś ustąpić pierwszeństwa rowerzyście?,,,,T,255_cen_1024x576.jpg,PODSTAWOWY,3,B,W17,Art. 27 ust 1,Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W17(111),8300,Czy w tej sytuacji powinieneś umożliwić pieszemu swobodne opuszczenie przejścia dla pieszych?,,,,T,267_1024x576.jpg,PODSTAWOWY,3,B,W17,Art. 26 ust 1,Zachowanie wobec rowerzysty i dzieci,brak treści,Gotowe ostatecznie,Liwona
W18(48),8304,"Czy w przedstawionej sytuacji masz prawo wjechać na przejazd kolejowy bez zatrzymania po upewnieniu się, że nie nadjeżdża pojazd szynowy?",,,,N,PICT_82_1024x576.mp4,PODSTAWOWY,3,B,W18,"Art. 28 ust. 1 i 2 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) w zw. z § 21. ust 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(49),8305,Czy w przedstawionej sytuacji masz prawo wjechać na przejazd kolejowy?,,,,N,PICT_81_1024x576.mp4,PODSTAWOWY,3,B,W18,"§ 98. ust 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(50),8306,Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego bez zapór?,,,,N,PICT_84_1024x576.mp4,PODSTAWOWY,3,B,W18,"§ 6. ust 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(53),8309,"Czy masz prawo wjechać na przejazd kolejowy, w czasie podnoszenia zapór przez pracownika kolejowego?",,,,N,Slajd_002908_cen_1024x576.jpg,PODSTAWOWY,3,B,W18,"art. 28 ust. 3 pkt 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(55),8311,Czy przejeżdżając przez przejazd kolejowy masz pierwszeństwo przed nadjeżdżającym pojazdem szynowym?,,,,N,176_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 25 ust. 3 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (t.j.: Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(58),8314,Czy w tej sytuacji masz prawo wjechać na przejazd kolejowy z zachowaniem szczególnej ostrożności?,,,,N,174_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) w zw. z  § 98 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(59),8315,Czy w widocznej sytuacji znajdujesz się przed przejazdem kolejowym jednotorowym?,,,,N,Slajd280_cen_1024x576.jpg,PODSTAWOWY,3,B,W18,"§ 78 ust. 5 pkt 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.) w zw. z art. 7 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(60),8316,Po przejechaniu pojazdu szynowego półzapory unoszą się do góry. Czy w tej sytuacji masz prawo rozpocząć jazdę i wjechać na tory kolejowe?,,,,N,239_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 28 ust. 3 pkt 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(61),8317,Czy w przedstawionej sytuacji zbliżasz się do przejazdu kolejowego z zaporami?,,,,T,PICT_84_1024x576.mp4,PODSTAWOWY,3,B,W18,"§ 6. ust 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(63),8319,Czy w widocznej sytuacji masz obowiązek zatrzymać pojazd i upewnić się czy nie nadjeżdża pojazd szynowy?,,,,T,Film_585.mp4,PODSTAWOWY,3,B,W18,"Art. 3 ust. 1 i art. 28 ust. 1 oraz art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) i § 21 ust. 1 i 2 w zw. z ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(64),8320,Czy na jezdni jednokierunkowej dopuszcza się wyprzedzanie pojazdu szynowego z jego lewej strony?,,,,T,,PODSTAWOWY,3,B,W18,"art. 24 ust. 4 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(66),8322,"Czy przed wjechaniem na tory należy upewnić się, czy nie zbliża się pojazd szynowy?",,,,T,Slajd290_cen_1024x576.jpg,PODSTAWOWY,3,B,W18,Art. 3 ust. 1 i art. 28 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448),Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(67),8323,"Czy w razie unieruchomienia pojazdu na przejeździe kolejowym masz obowiązek ostrzec kierującego pojazdem szynowym, jeżeli nie jest możliwie usunięcie pojazdu z tego przejazdu?",,,,T,Slajd205_cen_1024x576.jpg,PODSTAWOWY,3,B,W18,"art. 28 ust. 4 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(70),8326,Czy w tej sytuacji masz obowiązek zatrzymania się przed sygnalizatorem?,,,,T,174_1024x576.jpg,PODSTAWOWY,3,B,W18,"§ 98 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.) w zw. z Art. 7 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (t.j.: Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(72),8328,"Czy w tej sytuacji masz prawo wjechać na przejazd kolejowy dopiero po upewnieniu, że nie zbliża się pojazd szynowy?",,,,T,236_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 28 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(73),8329,"Czy w widocznej sytuacji masz obowiązek zachować szczególną ostrożność, zatrzymać pojazd oraz upewnić się czy nie nadjeżdża pojazd szynowy?",,,,T,Slajd296_cen_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 3 ust. 1 i art. 28 ust. 1 oraz art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) i § 21 ust. 1 i 2 w zw. z ust. 4 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W18(77),8333,Czy zbliżając się do przejazdu kolejowego masz obowiązek zastosować zasadę szczególnej ostrożności?,,,,T,177_1024x576.jpg,PODSTAWOWY,3,B,W18,"Art. 25 ust. 3 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (t.j.: Dz. U. z 2012 r. poz. 1137, z późn. zm.)",Zachowanie na przejazdach kolejowych i tramwajowych,brak treści,Gotowe ostatecznie,Liwona
W19(149),8352,Czy w takim miejscu na jezdni w obszarze zabudowanym masz obowiązek sygnalizować postój pojazdu silnikowego w razie uczestniczenia w wypadku drogowym?,,,,T,246_1024x576.jpg,PODSTAWOWY,1,B,W19,"Art. 50 ust. 1, pkt 2 lit. b) ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)","Ogólne zasady określające zachowanie kierowcy w momencie awarii lub wypadku, udzielanie pierwszej pomocy przedmedycznej",brak treści,Gotowe ostatecznie,Liwona
W2(74),8353,"Czy ten znak informuje o prędkości minimalnej, z jaką masz prawo się poruszać?",,,,N,ZZ-10-14_0006_Censored_1024x576.mp4,PODSTAWOWY,3,B,W2,"§ 27. ust. 1. rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(77),8356,Czy w przedstawionej sytuacji masz prawo zatrzymać pojazd na jezdni na moście?,,,,N,PICT_189_1024x576.mp4,PODSTAWOWY,3,B,W2,"Art. 49 ust. 1 pkt 3 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(80),8359,Czy w tej sytuacji dozwolone jest zawracanie na skrzyżowaniu?,,,,N,PICT_149_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 22 ust. 1 pkt.1 i ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(81),8360,"Czy w tej sytuacji jesteś informowany, że poruszasz się drogą jednokierunkową?",,,,N,PICT_159_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 35 ust. 1, pkt 5 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(82),8361,Czy w tej sytuacji masz pierwszeństwo na zwężonym odcinku jezdni?,,,,N,PICT_151_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 25 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(84),8363,"Czy w tej sytuacji masz prawo wjechać na drogę za tym znakiem pionowym, jeżeli nie utrudnisz ruchu innym pojazdom?",,,,N,PICT_144_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 17 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(85),8364,Czy w tej sytuacji masz prawo wjechać na skrzyżowanie bez zatrzymania się?,,,,N,ZZ-10-14_0003_Censored_1024x576.mp4,PODSTAWOWY,3,B,W2,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) oraz § 21 ust. 1 i 2, w zw. z  § 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(86),8365,Czy w tej sytuacji masz prawo pojechać prosto przez skrzyżowanie?,,,,N,PICT_165_Censored_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 35 ust. 1 pkt 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(87),8366,"Czy w tej sytuacji zatrzymanie pojazdu, w celu ustąpienia pierwszeństwa, powinno nastąpić każdorazowo przed znakiem „STOP”?",,,,N,PICT_147_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 21 ust. 1 i ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(88),8367,"Czy w tej sytuacji, skręcając w prawo, możesz wjechać na skrzyżowanie bez zatrzymania?",,,,N,ZZ-10-14_0003_Censored_1024x576.mp4,PODSTAWOWY,3,B,W2,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) oraz § 21 ust. 1 i 2, w zw. z  § 89 ust. 1 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(89),8368,"Czy widoczne oznakowanie wskazuje, że powinieneś skręcić w prawo w najbliższą jezdnię?",,,,N,Film_615.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 35 ust. 1, pkt 9 ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(90),8369,Czy zakaz wyrażony tym znakiem obowiązuje za najbliższym skrzyżowaniem?,,,,N,PICT_190_1024x576.mp4,PODSTAWOWY,3,B,W2,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137, z późn. zm.) w zw. z § 22 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(92),8371,Czy zakaz wyrażony tym znakiem pionowym zabrania skręcania w lewo na najbliższym skrzyżowaniu?,,,,N,ZZ-10-14_0002_Censored_1024x576.mp4,PODSTAWOWY,3,B,W2,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) oraz § 22 ust. 5 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(93),8372,Czy zakaz wyrażony umieszczonym z prawej strony jezdni znakiem pionowym obowiązuje od miejsca jego ustawienia do najbliższego skrzyżowania włącznie?,,,,N,PICT_155_1024x576.mp4,PODSTAWOWY,3,B,W2,"art. 5 ust. 1 ustawy z dnia 20 czewca 1997 roku Prawo o ruchu drogowym (t.j.: Dz.U. 2012 r., poz. 1137 z późn. zm.) w zw. z § 22 ust. 1, pkt. 1 i ust. 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
W2(94),8373,Czy na tym skrzyżowaniu dopuszczalne jest skręcenie w prawo bez uprzedniego zatrzymania się?,,,,N,Slajd293_cen_1024x576.jpg,PODSTAWOWY,3,B,W2,"Art. 5 ust. 1 ustawy z dnia 20 czerwca 1997 r. - Prawo o ruchu drogowym (Dz. U. z 2012 r. poz. 1137 i 1448) i § 21 ust. 1 i 2 rozporządzenia Ministrów Infrastruktury oraz Spraw Wewnętrznych i Administracji z dnia 31 lipca 2002 r. w sprawie znaków i sygnałów drogowych (Dz. U. Nr 170, poz. 1393, z późn. zm.)","Znaki zakazu, nakazu",brak treści,Gotowe ostatecznie,Liwona
